1	1	1
2	1	1
1	2	1
3	2	1
1	3	1
4	3	1
8	4	1
9	4	1
1	5	1
15	5	1
5	6	1
16	6	1
14	7	1
20	7	1
14	8	1
21	8	1
20	9	1
21	9	1
9	10	1
23	10	1
11	11	1
23	11	1
20	12	1
24	12	1
1	13	1
26	13	1
20	14	1
27	14	1
12	15	1
28	15	1
14	16	1
28	16	1
21	17	1
28	17	1
25	18	1
28	18	1
11	19	1
31	19	1
23	20	1
31	20	1
23	21	1
35	21	1
31	22	1
35	22	1
33	23	1
35	23	1
1	24	1
37	24	1
20	25	1
40	25	1
24	26	1
40	26	1
27	27	1
40	27	1
16	28	1
43	28	1
19	29	1
43	29	1
14	30	1
44	30	1
20	31	1
44	31	1
25	32	1
44	32	1
28	33	1
44	33	1
16	34	1
45	34	1
17	35	1
45	35	1
43	36	1
45	36	1
11	37	1
47	37	1
1	38	1
48	38	1
11	39	1
49	39	1
47	40	1
49	40	1
17	41	1
50	41	1
38	42	1
52	42	1
14	43	1
53	43	1
21	44	1
53	44	1
25	45	1
53	45	1
52	46	1
54	46	1
33	47	1
57	47	1
57	48	1
58	48	1
1	49	1
59	49	1
16	50	1
61	50	1
51	51	1
61	51	1
17	52	1
62	52	1
45	53	1
62	53	1
50	54	1
62	54	1
51	55	1
62	55	1
8	56	1
64	56	1
58	57	1
64	57	1
60	58	1
65	58	1
36	59	1
66	59	1
57	60	1
66	60	1
8	61	1
69	61	1
9	62	1
69	62	1
11	63	1
69	63	1
23	64	1
69	64	1
36	65	1
69	65	1
58	66	1
69	66	1
64	67	1
69	67	1
1	68	1
70	68	1
14	69	1
71	69	1
25	70	1
71	70	1
28	71	1
71	71	1
63	72	1
73	72	1
11	73	1
74	73	1
49	74	1
74	74	1
61	75	1
75	75	1
14	76	1
77	76	1
20	77	1
77	77	1
24	78	1
77	78	1
27	79	1
77	79	1
40	80	1
77	80	1
12	81	1
78	81	1
14	82	1
78	82	1
20	83	1
78	83	1
25	84	1
78	84	1
28	85	1
78	85	1
40	86	1
78	86	1
44	87	1
78	87	1
71	88	1
78	88	1
11	89	1
80	89	1
49	90	1
80	90	1
74	91	1
80	91	1
1	92	1
81	92	1
5	93	1
81	93	1
6	94	1
81	94	1
7	95	1
81	95	1
8	96	1
81	96	1
9	97	1
81	97	1
10	98	1
81	98	1
11	99	1
81	99	1
12	100	1
81	100	1
13	101	1
81	101	1
14	102	1
81	102	1
16	103	1
81	103	1
17	104	1
81	104	1
18	105	1
81	105	1
19	106	1
81	106	1
20	107	1
81	107	1
21	108	1
81	108	1
22	109	1
81	109	1
23	110	1
81	110	1
24	111	1
81	111	1
25	112	1
81	112	1
27	113	1
81	113	1
28	114	1
81	114	1
29	115	1
81	115	1
30	116	1
81	116	1
31	117	1
81	117	1
32	118	1
81	118	1
33	119	1
81	119	1
34	120	1
81	120	1
35	121	1
81	121	1
36	122	1
81	122	1
38	123	1
81	123	1
39	124	1
81	124	1
40	125	1
81	125	1
41	126	1
81	126	1
42	127	1
81	127	1
43	128	1
81	128	1
44	129	1
81	129	1
45	130	1
81	130	1
46	131	1
81	131	1
47	132	1
81	132	1
49	133	1
81	133	1
50	134	1
81	134	1
51	135	1
81	135	1
52	136	1
81	136	1
53	137	1
81	137	1
54	138	1
81	138	1
55	139	1
81	139	1
56	140	1
81	140	1
57	141	1
81	141	1
58	142	1
81	142	1
60	143	1
81	143	1
61	144	1
81	144	1
62	145	1
81	145	1
63	146	1
81	146	1
64	147	1
81	147	1
65	148	1
81	148	1
66	149	1
81	149	1
67	150	1
81	150	1
68	151	1
81	151	1
69	152	1
81	152	1
71	153	1
81	153	1
72	154	1
81	154	1
73	155	1
81	155	1
74	156	1
81	156	1
75	157	1
81	157	1
76	158	1
81	158	1
77	159	1
81	159	1
78	160	1
81	160	1
79	161	1
81	161	1
80	162	1
81	162	1
12	163	1
82	163	1
16	164	1
82	164	1
17	165	1
82	165	1
43	166	1
82	166	1
45	167	1
82	167	1
50	168	1
82	168	1
61	169	1
82	169	1
62	170	1
82	170	1
81	171	1
82	171	1
81	172	1
83	172	1
