2	1	1
3	1	1
4	1	1
15	1	1
26	1	1
37	1	1
48	1	1
59	1	1
70	1	1
81	1	1
92	1	1
103	1	1
114	1	1
115	1	1
126	1	1
137	1	1
148	1	1
159	1	1
170	1	1
181	1	1
192	1	1
203	1	1
214	1	1
225	1	1
226	1	1
237	1	1
248	1	1
259	1	1
270	1	1
281	1	1
292	1	1
303	1	1
314	1	1
325	1	1
336	1	1
337	1	1
348	1	1
359	1	1
370	1	1
381	1	1
392	1	1
403	1	1
414	1	1
425	1	1
436	1	1
447	1	1
448	1	1
459	1	1
470	1	1
481	1	1
492	1	1
503	1	1
514	1	1
525	1	1
536	1	1
547	1	1
558	1	1
559	1	1
570	1	1
581	1	1
592	1	1
603	1	1
614	1	1
625	1	1
636	1	1
647	1	1
658	1	1
669	1	1
670	1	1
681	1	1
692	1	1
703	1	1
714	1	1
725	1	1
736	1	1
747	1	1
758	1	1
769	1	1
780	1	1
781	1	1
792	1	1
803	1	1
814	1	1
825	1	1
836	1	1
847	1	1
858	1	1
869	1	1
880	1	1
891	1	1
892	1	1
903	1	1
914	1	1
925	1	1
936	1	1
947	1	1
958	1	1
969	1	1
980	1	1
991	1	1
1002	1	1
1003	1	1
1014	1	1
1025	1	1
1036	1	1
1047	1	1
1058	1	1
1069	1	1
1080	1	1
1091	1	1
1102	1	1
1113	1	1
1114	1	1
1115	1	1
1126	1	1
1137	1	1
1148	1	1
1159	1	1
1170	1	1
1181	1	1
1192	1	1
1203	1	1
1214	1	1
1225	1	1
1226	1	1
1237	1	1
1248	1	1
1259	1	1
1270	1	1
1281	1	1
1292	1	1
1303	1	1
1314	1	1
1325	1	1
1336	1	1
1337	1	1
1348	1	1
1359	1	1
1370	1	1
1381	1	1
1392	1	1
1403	1	1
1414	1	1
1425	1	1
1436	1	1
1447	1	1
1448	1	1
1459	1	1
1470	1	1
1481	1	1
1492	1	1
1503	1	1
1514	1	1
1525	1	1
1536	1	1
1547	1	1
1558	1	1
1559	1	1
1570	1	1
1581	1	1
1592	1	1
1603	1	1
1614	1	1
1625	1	1
1636	1	1
1647	1	1
1658	1	1
1669	1	1
1670	1	1
1681	1	1
1692	1	1
1703	1	1
1714	1	1
1725	1	1
1736	1	1
1747	1	1
1758	1	1
1769	1	1
1780	1	1
1781	1	1
1792	1	1
1803	1	1
1814	1	1
1825	1	1
1836	1	1
1847	1	1
1858	1	1
1869	1	1
1880	1	1
1891	1	1
1892	1	1
1903	1	1
1914	1	1
1925	1	1
1936	1	1
1947	1	1
1958	1	1
1969	1	1
1980	1	1
1991	1	1
2002	1	1
2003	1	1
2014	1	1
2025	1	1
2036	1	1
2047	1	1
2058	1	1
2069	1	1
2080	1	1
2091	1	1
2102	1	1
2113	1	1
2114	1	1
2125	1	1
2136	1	1
2147	1	1
2158	1	1
2169	1	1
2180	1	1
2191	1	1
2202	1	1
2213	1	1
2224	1	1
2225	1	1
2226	1	1
2237	1	1
2248	1	1
2259	1	1
2270	1	1
2281	1	1
2292	1	1
2303	1	1
2314	1	1
2325	1	1
2336	1	1
2337	1	1
2348	1	1
2359	1	1
2370	1	1
2381	1	1
2392	1	1
2403	1	1
2414	1	1
2425	1	1
2436	1	1
2447	1	1
2448	1	1
2459	1	1
2470	1	1
2481	1	1
2492	1	1
2503	1	1
2514	1	1
2525	1	1
2536	1	1
2547	1	1
2558	1	1
2559	1	1
2570	1	1
2581	1	1
2592	1	1
2603	1	1
2614	1	1
2625	1	1
2636	1	1
2647	1	1
2658	1	1
2669	1	1
2670	1	1
2681	1	1
2692	1	1
2703	1	1
2714	1	1
2725	1	1
2736	1	1
2747	1	1
2758	1	1
2769	1	1
2780	1	1
2781	1	1
2792	1	1
2803	1	1
2814	1	1
2825	1	1
2836	1	1
2847	1	1
2858	1	1
2869	1	1
2880	1	1
2891	1	1
2892	1	1
2903	1	1
2914	1	1
2925	1	1
2936	1	1
2947	1	1
2958	1	1
2969	1	1
2980	1	1
2991	1	1
3002	1	1
3003	1	1
3014	1	1
3025	1	1
3036	1	1
3047	1	1
3058	1	1
3069	1	1
3080	1	1
3091	1	1
3113	1	1
3224	1	1
3335	1	1
3336	1	1
3447	1	1
3558	1	1
3669	1	1
3780	1	1
3891	1	1
4002	1	1
4113	1	1
4224	1	1
4335	1	1
4446	1	1
4447	1	1
4558	1	1
4669	1	1
4780	1	1
4891	1	1
5002	1	1
5113	1	1
5224	1	1
5335	1	1
5446	1	1
5557	1	1
5558	1	1
5669	1	1
5780	1	1
5891	1	1
6002	1	1
6087	1	1
6098	1	1
6109	1	1
6120	1	1
6131	1	1
6142	1	1
6143	1	1
6154	1	1
6165	1	1
6176	1	1
6187	1	1
6198	1	1
6209	1	1
6220	1	1
6231	1	1
6242	1	1
6253	1	1
6254	1	1
6265	1	1
6276	1	1
6287	1	1
6298	1	1
6309	1	1
6320	1	1
6331	1	1
6342	1	1
6353	1	1
6364	1	1
6365	1	1
6376	1	1
6387	1	1
6398	1	1
6409	1	1
6420	1	1
6431	1	1
6442	1	1
6453	1	1
6464	1	1
1	2	1
3	2	1
15	2	1
26	2	1
36	2	1
40	2	1
45	2	1
59	2	1
60	2	1
63	2	1
67	2	1
68	2	1
69	2	1
70	2	1
71	2	1
72	2	1
73	2	1
74	2	1
75	2	1
76	2	1
77	2	1
78	2	1
79	2	1
80	2	1
82	2	1
83	2	1
84	2	1
85	2	1
86	2	1
87	2	1
88	2	1
89	2	1
90	2	1
91	2	1
92	2	1
93	2	1
94	2	1
95	2	1
96	2	1
97	2	1
98	2	1
99	2	1
100	2	1
101	2	1
102	2	1
103	2	1
104	2	1
105	2	1
106	2	1
107	2	1
108	2	1
109	2	1
110	2	1
111	2	1
112	2	1
113	2	1
116	2	1
117	2	1
118	2	1
119	2	1
120	2	1
121	2	1
122	2	1
123	2	1
124	2	1
125	2	1
127	2	1
128	2	1
129	2	1
130	2	1
131	2	1
132	2	1
133	2	1
134	2	1
135	2	1
136	2	1
138	2	1
139	2	1
140	2	1
141	2	1
142	2	1
143	2	1
144	2	1
145	2	1
146	2	1
147	2	1
149	2	1
150	2	1
151	2	1
152	2	1
153	2	1
154	2	1
155	2	1
156	2	1
157	2	1
158	2	1
160	2	1
161	2	1
162	2	1
163	2	1
164	2	1
165	2	1
166	2	1
167	2	1
168	2	1
169	2	1
171	2	1
172	2	1
173	2	1
174	2	1
175	2	1
176	2	1
177	2	1
178	2	1
179	2	1
180	2	1
182	2	1
183	2	1
184	2	1
185	2	1
186	2	1
187	2	1
188	2	1
189	2	1
190	2	1
191	2	1
193	2	1
194	2	1
195	2	1
196	2	1
197	2	1
198	2	1
199	2	1
200	2	1
201	2	1
202	2	1
203	2	1
204	2	1
205	2	1
206	2	1
207	2	1
208	2	1
209	2	1
210	2	1
211	2	1
212	2	1
213	2	1
215	2	1
216	2	1
217	2	1
218	2	1
219	2	1
220	2	1
221	2	1
222	2	1
223	2	1
224	2	1
225	2	1
227	2	1
228	2	1
229	2	1
230	2	1
231	2	1
232	2	1
233	2	1
234	2	1
235	2	1
236	2	1
237	2	1
238	2	1
239	2	1
240	2	1
241	2	1
242	2	1
243	2	1
244	2	1
245	2	1
246	2	1
247	2	1
248	2	1
249	2	1
250	2	1
251	2	1
252	2	1
253	2	1
254	2	1
255	2	1
256	2	1
257	2	1
258	2	1
259	2	1
260	2	1
261	2	1
262	2	1
263	2	1
264	2	1
265	2	1
266	2	1
267	2	1
268	2	1
269	2	1
270	2	1
271	2	1
272	2	1
273	2	1
274	2	1
275	2	1
276	2	1
277	2	1
278	2	1
279	2	1
280	2	1
282	2	1
283	2	1
284	2	1
285	2	1
286	2	1
287	2	1
288	2	1
289	2	1
290	2	1
291	2	1
292	2	1
293	2	1
294	2	1
295	2	1
296	2	1
297	2	1
298	2	1
299	2	1
300	2	1
301	2	1
302	2	1
304	2	1
305	2	1
306	2	1
307	2	1
308	2	1
309	2	1
310	2	1
311	2	1
312	2	1
313	2	1
315	2	1
316	2	1
317	2	1
318	2	1
319	2	1
320	2	1
321	2	1
322	2	1
323	2	1
324	2	1
326	2	1
327	2	1
328	2	1
329	2	1
330	2	1
331	2	1
332	2	1
333	2	1
334	2	1
335	2	1
338	2	1
339	2	1
340	2	1
341	2	1
342	2	1
343	2	1
344	2	1
345	2	1
346	2	1
347	2	1
348	2	1
349	2	1
350	2	1
351	2	1
352	2	1
353	2	1
354	2	1
355	2	1
356	2	1
357	2	1
358	2	1
360	2	1
361	2	1
362	2	1
363	2	1
364	2	1
365	2	1
366	2	1
367	2	1
368	2	1
369	2	1
371	2	1
372	2	1
373	2	1
374	2	1
375	2	1
376	2	1
377	2	1
378	2	1
379	2	1
380	2	1
381	2	1
382	2	1
383	2	1
384	2	1
385	2	1
386	2	1
387	2	1
388	2	1
389	2	1
390	2	1
391	2	1
392	2	1
393	2	1
394	2	1
395	2	1
396	2	1
397	2	1
398	2	1
399	2	1
400	2	1
401	2	1
402	2	1
404	2	1
405	2	1
406	2	1
407	2	1
408	2	1
409	2	1
410	2	1
411	2	1
412	2	1
413	2	1
414	2	1
415	2	1
416	2	1
417	2	1
418	2	1
419	2	1
420	2	1
421	2	1
422	2	1
423	2	1
424	2	1
425	2	1
426	2	1
427	2	1
428	2	1
